Spec, Architecture, CNF, #Layers, Epochs, Batch Size, Learning Rate, K, No. of Inputs, No. of Outputs, No. of Counter Example Loops, Result, BNSynth Time, Manthan Time, Final Loss, Loss Drop, Accuracy, No. of Clauses pre simplification (BNSynth), No. of Clauses post simplification (BNSynth), No. of Chars pre simplification (BNSynth), No. of Chars post simplification (BNSynth), No. Input vars in SKF (BNSynth), No. of Literals pre simplification (BNSynth), No. of Literals post simplification (BNSynth), No. of Clauses pre simplification (Manthan), No. of Clauses post simplification (Manthan), No. of Chars pre simplification (Manthan), No. of Chars post simplification (Manthan), No. Input vars in SKF (Manthan), No. of Literals pre simplification (Manthan), No. of Literals post simplification (Manthan)
LUT5_5_2.v, 1, dnf, 1, 10, 1, 0.01, 10, 5, 2, 0, Valid, 1.401836633682251, 1.9711227416992188, 0.22429635701488354, 15.396734880086287, 2.0, 16, 9, 291, 124, 5, 45, 16, 3, 3, 128, 103, 4, 4, 6
LUT5_5_2.v, 1, dnf, 1, 22, 1, 0.01, 5, 5, 2, 0, Valid, 2.71852707862854, 1.8199820518493652, 0.4932220816012387, 24.72605311175115, 2.0, 7, 5, 114, 78, 5, 16, 9, 3, 3, 128, 103, 4, 4, 6
LUT8_2_2.v, 1, dnf, 1, 18, 1, 0.01, 2, 2, 2, 1, Valid, 3.841311454772949, 1.6985385417938232, 0.49791345725102854, 1.2520629766481077, 2.0, 6, 2, 56, 12, 1, 8, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 25, 1, 0.01, 2, 2, 2, 1, Valid, 5.170447111129761, 1.70396089553833, 0.5644841319917556, 0.756317704041172, 2.0, 5, 2, 53, 12, 1, 7, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 33, 1, 0.01, 2, 2, 2, 1, Valid, 3.971931219100952, 1.7223033905029297, 0.13910970937047554, 1.4561408426414189, 2.0, 6, 2, 53, 12, 1, 7, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 30, 1, 0.01, 2, 2, 2, 14, Valid, 50.622891664505005, 1.731783151626587, 0.2846772355709386, 1.168167615161705, 2.0, 3, 2, 50, 12, 1, 3, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 2, 1, 0.01, 2, 2, 2, 0, Valid, 0.46187782287597656, 1.7190048694610596, 0.45793965396601793, 0.0, 2.0, 4, 2, 50, 12, 1, 6, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 7, 1, 0.01, 2, 2, 2, 0, Valid, 0.7495911121368408, 1.7408461570739746, 0.6877096655944094, 0.4034805023953586, 2.0, 6, 3, 66, 37, 2, 8, 4, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 9, 1, 0.01, 2, 2, 2, 0, Valid, 0.880481481552124, 1.7283728122711182, 0.650379997000565, 0.571893320010415, 2.0, 5, 3, 58, 37, 2, 7, 4, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 20, 1, 0.01, 2, 2, 2, 1, Valid, 3.134977340698242, 1.7294480800628662, 0.38691677442175615, 1.2442884373453937, 2.0, 5, 2, 50, 12, 1, 6, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 14, 1, 0.01, 2, 2, 2, 3, Valid, 6.66613507270813, 1.7784461975097656, 0.5183104685785394, 1.2010678578755216, 2.0, 3, 2, 53, 12, 1, 7, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 16, 1, 0.01, 2, 2, 2, 1, Valid, 1.8924829959869385, 1.7219679355621338, 1.2015404990720853, 1.0410466271204746, 2.0, 4, 2, 45, 12, 1, 6, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 24, 1, 0.01, 2, 2, 2, 1, Valid, 3.7790093421936035, 1.6643285751342773, 0.24434671614422082, 1.2647152718204602, 2.0, 3, 2, 22, 12, 1, 3, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 15, 1, 0.01, 2, 2, 2, 1, Valid, 6.4747536182403564, 1.696033000946045, 0.7064136814757777, 0.22578951429078276, 2.0, 5, 3, 63, 37, 2, 7, 4, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, dnf, 1, 12, 1, 0.01, 2, 2, 2, 1, Valid, 2.4198110103607178, 1.7128427028656006, 0.22488993453366407, 0.6199204849438136, 2.0, 6, 2, 53, 12, 1, 7, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 34, 1, 0.01, 2, 2, 2, 11, Valid, 36.7698495388031, 1.709874153137207, 0.2695897798548118, 1.5715612889331312, 2.0, 4, 2, 42, 12, 1, 5, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 11, 1, 0.01, 10, 2, 2, 0, Valid, 1.0525169372558594, 1.762059211730957, 0.4379056564517915, 1.0317633158238688, 2.0, 6, 3, 157, 37, 2, 10, 4, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 16, 1, 0.01, 10, 2, 2, 5, Valid, 6.912333726882935, 1.7957427501678467, 0.4115751596142844, 1.5747607885743036, 2.0, 6, 2, 211, 12, 1, 8, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 20, 1, 0.01, 10, 2, 2, 4, Valid, 5.595541954040527, 1.798959493637085, 0.2519694853225253, 1.4037583980180264, 2.0, 7, 3, 168, 37, 2, 12, 4, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 10, 1, 0.01, 10, 2, 2, 2, Valid, 3.4370672702789307, 1.747671127319336, 0.15035364975467463, 0.9798135630969904, 2.0, 4, 2, 99, 12, 1, 4, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 29, 1, 0.01, 10, 2, 2, 0, Valid, 2.236938953399658, 1.7663054466247559, 0.04148846441216672, 1.2159960526335345, 2.0, 7, 2, 98, 12, 1, 10, 2, 2, 2, 6, 6, 1, 2, 2
LUT8_2_2.v, 1, cnf, 1, 26, 1, 0.01, 10, 2, 2, 1, Valid, 2.482342004776001, 1.8073692321777344, 0.08119489850915716, 0.8907951251964772, 2.0, 5, 2, 136, 12, 1, 7, 2, 2, 2, 6, 6, 1, 2, 2
LUT5_5_2.v, 1, cnf, 1, 12, 1, 0.01, 10, 5, 2, 0, Valid, 1.579401969909668, 1.8380134105682373, 0.06214019811475545, 0.6528112664166528, 2.0, 6, 6, 204, 101, 5, 17, 17, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, cnf, 1, 7, 1, 0.01, 10, 5, 2, 0, Valid, 1.0863983631134033, 1.9035193920135498, 0.09517693361447639, 0.0, 2.0, 6, 5, 314, 77, 5, 17, 12, 15, 15, 128, 329, 4, 48, 48
LUT5_5_2.v, 1, dnf, 1, 11, 1, 0.01, 10, 5, 2, 0, Valid, 1.5175728797912598, 1.9149456024169922, 0.25158657736737594, 27.18801947571264, 2.0, 15, 4, 289, 58, 4, 41, 8, 3, 3, 128, 103, 4, 4, 6
